File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF614SMH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	2	2_1							/files/ENCFF646NWY/, /files/ENCFF356LFX/	2797797	ENCODE Processing Pipeline	06c8b7647ec29c429cbf184635d81d06		https://www.encodeproject.org/files/ENCFF614SMH/@@download/ENCFF614SMH.bed.gz				released	s3://encode-public/2021/02/24/6d356c9a-2829-4f47-a766-326c7455faa9/ENCFF614SMH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/6d356c9a-2829-4f47-a766-326c7455faa9/ENCFF614SMH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF110QWR	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF646NWY/, /files/ENCFF415FEC/	11368535	ENCODE Processing Pipeline	ea14ad0f5e96f97b5d4ab615bcaea47b		https://www.encodeproject.org/files/ENCFF110QWR/@@download/ENCFF110QWR.bed.gz				released	s3://encode-public/2021/02/24/630bc321-7c7d-4679-a717-a149f6a7cd37/ENCFF110QWR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/630bc321-7c7d-4679-a717-a149f6a7cd37/ENCFF110QWR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF901FJT	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF917REN/	5581273	ENCODE Processing Pipeline	00891d7e0962170ce103cf9820168fc7		https://www.encodeproject.org/files/ENCFF901FJT/@@download/ENCFF901FJT.bigBed				released	s3://encode-public/2021/02/24/d7ccaa12-7a56-45e1-a731-46a83e11467d/ENCFF901FJT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/d7ccaa12-7a56-45e1-a731-46a83e11467d/ENCFF901FJT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF158ORB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	2	2_1							/files/ENCFF646NWY/, /files/ENCFF356LFX/	4754761	ENCODE Processing Pipeline	04d0ebc4620fd99748c8d271cacad0b2		https://www.encodeproject.org/files/ENCFF158ORB/@@download/ENCFF158ORB.bed.gz				released	s3://encode-public/2021/02/24/f15dbd2a-a6fe-4c3d-b2d2-7f307f48b191/ENCFF158ORB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/f15dbd2a-a6fe-4c3d-b2d2-7f307f48b191/ENCFF158ORB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF470YYO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF646NWY/, /files/ENCFF415FEC/, /files/ENCFF356LFX/	5453458	ENCODE Processing Pipeline	098af8fc6203be2129ab8e2d990e1f66		https://www.encodeproject.org/files/ENCFF470YYO/@@download/ENCFF470YYO.bed.gz				released	s3://encode-public/2021/02/24/8a45a912-e259-46c5-8825-44fff987d8f2/ENCFF470YYO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/8a45a912-e259-46c5-8825-44fff987d8f2/ENCFF470YYO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF073DPA	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	2	2_1							/files/ENCFF158ORB/	10258489	ENCODE Processing Pipeline	83afe98b7e081c5cbd0d06c51deb2edc		https://www.encodeproject.org/files/ENCFF073DPA/@@download/ENCFF073DPA.bigBed				released	s3://encode-public/2021/02/24/435ec689-7bd2-42ed-9086-cf71da2c20e1/ENCFF073DPA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/435ec689-7bd2-42ed-9086-cf71da2c20e1/ENCFF073DPA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF346CZA	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF646NWY/, /files/ENCFF415FEC/, /files/ENCFF356LFX/	3214602	ENCODE Processing Pipeline	2cf377c1abc07dc99d7b9767fa965792		https://www.encodeproject.org/files/ENCFF346CZA/@@download/ENCFF346CZA.bed.gz				released	s3://encode-public/2021/02/24/3b80b856-ff72-4b8b-9ceb-3e2bfed33692/ENCFF346CZA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/3b80b856-ff72-4b8b-9ceb-3e2bfed33692/ENCFF346CZA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF662NCW	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF945SYZ/	7420808	ENCODE Processing Pipeline	191b1a1a170a86b49b10e48052e3d731		https://www.encodeproject.org/files/ENCFF662NCW/@@download/ENCFF662NCW.bigBed				released	s3://encode-public/2021/02/24/283355e0-c66f-4d0e-b3e1-4bc7e53ad129/ENCFF662NCW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/283355e0-c66f-4d0e-b3e1-4bc7e53ad129/ENCFF662NCW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF782NKO	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF346CZA/	6621683	ENCODE Processing Pipeline	eb32a30c2b112454de3172baf9bde7b5		https://www.encodeproject.org/files/ENCFF782NKO/@@download/ENCFF782NKO.bigBed				released	s3://encode-public/2021/02/24/f567d75c-f028-4edb-a4ca-35e3596c6093/ENCFF782NKO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/f567d75c-f028-4edb-a4ca-35e3596c6093/ENCFF782NKO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF851FBD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF415FEC/, /files/ENCFF356LFX/	4181128	ENCODE Processing Pipeline	e2b1f3d05a897f993398b739c15576b5		https://www.encodeproject.org/files/ENCFF851FBD/@@download/ENCFF851FBD.bed.gz				released	s3://encode-public/2021/02/24/f5c5cb9a-2999-412b-8df2-40c4902ad96f/ENCFF851FBD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/f5c5cb9a-2999-412b-8df2-40c4902ad96f/ENCFF851FBD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF478ZAW	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF646NWY/, /files/ENCFF415FEC/, /files/ENCFF356LFX/	5280723	ENCODE Processing Pipeline	d0734e439f637fdfcea9a0fcdca4dd3e		https://www.encodeproject.org/files/ENCFF478ZAW/@@download/ENCFF478ZAW.bed.gz				released	s3://encode-public/2021/02/24/11a45a65-c7dd-4956-9a11-0b595cdda5b7/ENCFF478ZAW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/11a45a65-c7dd-4956-9a11-0b595cdda5b7/ENCFF478ZAW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF340QVE	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF851FBD/	9526406	ENCODE Processing Pipeline	1a3e7582b2725fba315241013af3361b		https://www.encodeproject.org/files/ENCFF340QVE/@@download/ENCFF340QVE.bigBed				released	s3://encode-public/2021/02/24/b240f57c-287c-4eb0-86f3-f537b2f9e06e/ENCFF340QVE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/b240f57c-287c-4eb0-86f3-f537b2f9e06e/ENCFF340QVE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF928SQL	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR095QNB	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF478ZAW/	11423799	ENCODE Processing Pipeline	fcb25eef5ad745dd542994054a6f3cee		https://www.encodeproject.org/files/ENCFF928SQL/@@download/ENCFF928SQL.bigBed				released	s3://encode-public/2021/02/24/534b1381-d8a8-4ce3-b6c2-5745076db38b/ENCFF928SQL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/534b1381-d8a8-4ce3-b6c2-5745076db38b/ENCFF928SQL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth		
ENCFF962FMH	bam	bam		alignments	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	2	2_1		99					/files/ENCFF587MZS/, /files/ENCFF937WNE/, /files/ENCFF930HSV/, /files/ENCFF181DBZ/, /files/ENCFF356LFX/, /files/ENCFF661MZA/, /files/ENCFF304XEX/, /files/ENCFF493CCB/, /files/ENCFF140XLU/, /files/ENCFF110MCL/, /files/ENCFF733YOH/, /files/ENCFF948NNH/, /files/ENCFF470FPF/, /files/ENCFF212UAV/	7681789216	ENCODE Processing Pipeline	9d7b262ae771a5e638473f801840772e		https://www.encodeproject.org/files/ENCFF962FMH/@@download/ENCFF962FMH.bam				released	s3://encode-public/2021/03/16/0654ab9c-d797-4945-869a-dfdb488196cd/ENCFF962FMH.bam	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/0654ab9c-d797-4945-869a-dfdb488196cd/ENCFF962FMH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF667MDI	bigWig	bigWig		signal p-value	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF981FXV/, /files/ENCFF440GRZ/, /files/ENCFF962FMH/	1433378169	ENCODE Processing Pipeline	94e11903753580c8e39d77b331f90caf		https://www.encodeproject.org/files/ENCFF667MDI/@@download/ENCFF667MDI.bigWig				released	s3://encode-public/2021/03/16/a92bdac8-95fd-49fb-aa68-9b87d2026710/ENCFF667MDI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/a92bdac8-95fd-49fb-aa68-9b87d2026710/ENCFF667MDI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF651NUR	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF981FXV/, /files/ENCFF440GRZ/, /files/ENCFF962FMH/	14753140	ENCODE Processing Pipeline	7bb94c2a21b5a63140b3bac75e4cd055		https://www.encodeproject.org/files/ENCFF651NUR/@@download/ENCFF651NUR.bed.gz				released	s3://encode-public/2021/03/16/0e0f6010-fe45-4914-a030-fedefadcbfe6/ENCFF651NUR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/0e0f6010-fe45-4914-a030-fedefadcbfe6/ENCFF651NUR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF878EHV	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF061QPG/	14640891	ENCODE Processing Pipeline	ad4a57695aaeb1a4d648103d93fc99c7		https://www.encodeproject.org/files/ENCFF878EHV/@@download/ENCFF878EHV.bigBed				released	s3://encode-public/2021/03/16/05660a1b-1077-4ddc-9c4d-d8906a8bb28c/ENCFF878EHV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/05660a1b-1077-4ddc-9c4d-d8906a8bb28c/ENCFF878EHV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF695YUX	bigWig	bigWig		signal p-value	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF981FXV/	994690595	ENCODE Processing Pipeline	c987b3a8c6deb0c9c398034406a1624b		https://www.encodeproject.org/files/ENCFF695YUX/@@download/ENCFF695YUX.bigWig				released	s3://encode-public/2021/03/16/058ea665-3849-4213-8f94-1c573cf56b20/ENCFF695YUX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/058ea665-3849-4213-8f94-1c573cf56b20/ENCFF695YUX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF603BJO	bigWig	bigWig		fold change over control	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF981FXV/, /files/ENCFF440GRZ/, /files/ENCFF962FMH/	4205450923	ENCODE Processing Pipeline	7729f7175175ba9a0fd08222b1800b7b		https://www.encodeproject.org/files/ENCFF603BJO/@@download/ENCFF603BJO.bigWig				released	s3://encode-public/2021/03/16/2286d032-1237-4f3e-a960-9540079fc80e/ENCFF603BJO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/2286d032-1237-4f3e-a960-9540079fc80e/ENCFF603BJO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF981FXV	bam	bam		alignments	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1		99					/files/ENCFF318JAY/, /files/ENCFF356LFX/, /files/ENCFF453JCV/, /files/ENCFF711IDE/, /files/ENCFF759NXZ/, /files/ENCFF304XEX/, /files/ENCFF493CCB/, /files/ENCFF140XLU/, /files/ENCFF110MCL/, /files/ENCFF850AYG/, /files/ENCFF525KYE/, /files/ENCFF095PJX/, /files/ENCFF212UAV/, /files/ENCFF063GWP/	9242003908	ENCODE Processing Pipeline	c60b39d10f1e526b10731befae6c4e39		https://www.encodeproject.org/files/ENCFF981FXV/@@download/ENCFF981FXV.bam				released	s3://encode-public/2021/03/16/5d75e735-3ec4-4575-95ce-779d7d25adc4/ENCFF981FXV.bam	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/5d75e735-3ec4-4575-95ce-779d7d25adc4/ENCFF981FXV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF425HXV	bigWig	bigWig		signal p-value	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	2	2_1							/files/ENCFF962FMH/	1106232945	ENCODE Processing Pipeline	3ca17336beef2c4d3598bac7f8dba6bc		https://www.encodeproject.org/files/ENCFF425HXV/@@download/ENCFF425HXV.bigWig				released	s3://encode-public/2021/03/16/ce473492-e3ad-45a2-9186-a33f0a0b4b78/ENCFF425HXV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/ce473492-e3ad-45a2-9186-a33f0a0b4b78/ENCFF425HXV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF212MGH	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF981FXV/	13677301	ENCODE Processing Pipeline	e097be6e984e77b3326b7211c91e7578		https://www.encodeproject.org/files/ENCFF212MGH/@@download/ENCFF212MGH.bed.gz				released	s3://encode-public/2021/03/16/b4424161-e26d-4ca9-b921-bf6f16406330/ENCFF212MGH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/b4424161-e26d-4ca9-b921-bf6f16406330/ENCFF212MGH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF358MKY	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF620WFJ/	9450634	ENCODE Processing Pipeline	0571ab43107334768741e501b66a6399		https://www.encodeproject.org/files/ENCFF358MKY/@@download/ENCFF358MKY.bigBed				released	s3://encode-public/2021/03/16/2c887d6d-77bd-408b-bc2c-33734f8387b5/ENCFF358MKY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/2c887d6d-77bd-408b-bc2c-33734f8387b5/ENCFF358MKY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF191AAC	bigWig	bigWig		signal p-value	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	3	3_1							/files/ENCFF440GRZ/	1306030174	ENCODE Processing Pipeline	54a840e0635fbaca8a0d4914976d9917		https://www.encodeproject.org/files/ENCFF191AAC/@@download/ENCFF191AAC.bigWig				released	s3://encode-public/2021/03/16/03ba0d39-f6e5-481d-bad1-da5bfbb9c460/ENCFF191AAC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/03ba0d39-f6e5-481d-bad1-da5bfbb9c460/ENCFF191AAC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF712UWD	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF981FXV/, /files/ENCFF440GRZ/, /files/ENCFF962FMH/	14798708	ENCODE Processing Pipeline	ac098e70cbbdb2c6cadc067124893b25		https://www.encodeproject.org/files/ENCFF712UWD/@@download/ENCFF712UWD.bed.gz				released	s3://encode-public/2021/03/16/4f837531-3b54-4e7b-b6a6-d0024d61b6dc/ENCFF712UWD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/4f837531-3b54-4e7b-b6a6-d0024d61b6dc/ENCFF712UWD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF871TST	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR637XSC	ATAC-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF981FXV/, /files/ENCFF440GRZ/, /files/ENCFF962FMH/, /files/ENCFF356LFX/	4543861	ENCODE Processing Pipeline	2982f59e3b7b5e0fdf30e1c623c726d4		https://www.encodeproject.org/files/ENCFF871TST/@@download/ENCFF871TST.bed.gz				released	s3://encode-public/2021/03/16/f5294dc2-90d7-42f4-a5c2-83dc658078fb/ENCFF871TST.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/f5294dc2-90d7-42f4-a5c2-83dc658078fb/ENCFF871TST.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
