File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF637UJN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMQ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										EGR1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF554UVL/, /files/ENCFF849AGI/, /files/ENCFF449ZMP/, /files/ENCFF356LFX/	364268	ENCODE Processing Pipeline	4b3398f1a9525638dc40f8b371904505		https://www.encodeproject.org/files/ENCFF637UJN/@@download/ENCFF637UJN.bed.gz				released	s3://encode-public/2020/12/11/14e3700d-0ef4-4dd5-a606-f274c5e856f0/ENCFF637UJN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/14e3700d-0ef4-4dd5-a606-f274c5e856f0/ENCFF637UJN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF756RLY	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BMB	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF086JSB/, /files/ENCFF420ZXL/, /files/ENCFF554UVL/	495760402	ENCODE Processing Pipeline	c21690837f7847b4ba58350101a229f2		https://www.encodeproject.org/files/ENCFF756RLY/@@download/ENCFF756RLY.bigWig				released	s3://encode-public/2020/12/26/8c7941dc-e866-454b-a0a9-4400add7f08f/ENCFF756RLY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/8c7941dc-e866-454b-a0a9-4400add7f08f/ENCFF756RLY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity		
ENCFF146SYU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMB	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF554UVL/, /files/ENCFF086JSB/, /files/ENCFF420ZXL/, /files/ENCFF356LFX/	502694	ENCODE Processing Pipeline	ace1bc6770d0d7a6bc2b203a57072e6b		https://www.encodeproject.org/files/ENCFF146SYU/@@download/ENCFF146SYU.bed.gz				released	s3://encode-public/2020/12/26/cfccbb6c-d91a-47c1-968a-3f7eba7067dc/ENCFF146SYU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/cfccbb6c-d91a-47c1-968a-3f7eba7067dc/ENCFF146SYU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity		
ENCFF432UGA	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMB	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF146SYU/	1018788	ENCODE Processing Pipeline	dde43281ccce942bcc04e0d8ec15c221		https://www.encodeproject.org/files/ENCFF432UGA/@@download/ENCFF432UGA.bigBed				released	s3://encode-public/2020/12/26/5cf26ff5-fd3b-4224-b46c-109d5c8d4568/ENCFF432UGA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/5cf26ff5-fd3b-4224-b46c-109d5c8d4568/ENCFF432UGA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity		
ENCFF558WOU	bigWig	bigWig		signal p-value	GRCh38	ENCSR874AFU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2016-09-20	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF775UOU/, /files/ENCFF232AKP/, /files/ENCFF377KFK/, /files/ENCFF245USW/	2012670936	ENCODE Processing Pipeline	d44e277c635cce43b46f5f697be0485b		https://www.encodeproject.org/files/ENCFF558WOU/@@download/ENCFF558WOU.bigWig				released	s3://encode-public/2020/12/03/09d7eee2-19cf-4555-ab34-6dcb3a88097a/ENCFF558WOU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/09d7eee2-19cf-4555-ab34-6dcb3a88097a/ENCFF558WOU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance		
ENCFF819VMH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR874AFU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2016-09-20	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF775UOU/, /files/ENCFF356LFX/, /files/ENCFF377KFK/, /files/ENCFF245USW/	1311547	ENCODE Processing Pipeline	877090c0bddaa41435cec5df194a95c2		https://www.encodeproject.org/files/ENCFF819VMH/@@download/ENCFF819VMH.bed.gz				released	s3://encode-public/2020/12/03/1452d8d7-29c1-43cc-b0b7-60549b875194/ENCFF819VMH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/1452d8d7-29c1-43cc-b0b7-60549b875194/ENCFF819VMH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance		
ENCFF753XDO	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR874AFU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2016-09-20	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF819VMH/	2635664	ENCODE Processing Pipeline	20924ae57faa4bcd2f1f4a7ff60ef144		https://www.encodeproject.org/files/ENCFF753XDO/@@download/ENCFF753XDO.bigBed				released	s3://encode-public/2020/12/03/9efb2ab4-18c2-405e-ae7e-2810a5abd03c/ENCFF753XDO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/9efb2ab4-18c2-405e-ae7e-2810a5abd03c/ENCFF753XDO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance		
ENCFF969WXQ	bigWig	bigWig		signal p-value	GRCh38	ENCSR552XSN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MLLT1-human	DNA						2016-08-24	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF777FAN/, /files/ENCFF629AMY/, /files/ENCFF526WYZ/, /files/ENCFF783FZL/	2000088367	ENCODE Processing Pipeline	9030d6f920b3f9b5a20181d43f7cd8c2		https://www.encodeproject.org/files/ENCFF969WXQ/@@download/ENCFF969WXQ.bigWig				released	s3://encode-public/2020/12/03/f5e3f40e-64af-44c9-8013-c27151d4e35e/ENCFF969WXQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/f5e3f40e-64af-44c9-8013-c27151d4e35e/ENCFF969WXQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF995GXC	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR552XSN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MLLT1-human	DNA						2016-08-24	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF652GOE/	1577626	ENCODE Processing Pipeline	be5753ad88e1d7c32e6f69a4e3e2248a		https://www.encodeproject.org/files/ENCFF995GXC/@@download/ENCFF995GXC.bigBed				released	s3://encode-public/2020/12/03/ddf17d1c-bbf2-4b0d-8f1b-4d72a8fa67bd/ENCFF995GXC.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/ddf17d1c-bbf2-4b0d-8f1b-4d72a8fa67bd/ENCFF995GXC.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF652GOE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR552XSN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MLLT1-human	DNA						2016-08-24	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF629AMY/, /files/ENCFF526WYZ/, /files/ENCFF783FZL/, /files/ENCFF777FAN/	820742	ENCODE Processing Pipeline	1770695af7732bf82eec0104afb7e607		https://www.encodeproject.org/files/ENCFF652GOE/@@download/ENCFF652GOE.bed.gz				released	s3://encode-public/2020/12/03/bed942dd-d73f-482d-8fc5-041afe0e44ae/ENCFF652GOE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/bed942dd-d73f-482d-8fc5-041afe0e44ae/ENCFF652GOE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF441IMJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BQT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TCF3-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF519KIS/, /files/ENCFF882OBA/, /files/ENCFF121KBC/, /files/ENCFF986FIK/, /files/ENCFF075XYL/	843907898	ENCODE Processing Pipeline	5ea83434c89b4836ff67cb89ae4934a9		https://www.encodeproject.org/files/ENCFF441IMJ/@@download/ENCFF441IMJ.bigWig				released	s3://encode-public/2020/12/11/fcbaf004-b219-40dd-b2bf-85ede5951bbe/ENCFF441IMJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/fcbaf004-b219-40dd-b2bf-85ede5951bbe/ENCFF441IMJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, borderline replicate concordance	insufficient read depth	
ENCFF700TAS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TCF3-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF519KIS/, /files/ENCFF882OBA/, /files/ENCFF356LFX/, /files/ENCFF121KBC/, /files/ENCFF986FIK/, /files/ENCFF075XYL/	306991	ENCODE Processing Pipeline	7a7c752dbcd858b11072a51beb444705		https://www.encodeproject.org/files/ENCFF700TAS/@@download/ENCFF700TAS.bed.gz				released	s3://encode-public/2020/12/11/668bbe98-79a1-4844-b40e-2a3463da59ed/ENCFF700TAS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/668bbe98-79a1-4844-b40e-2a3463da59ed/ENCFF700TAS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, borderline replicate concordance	insufficient read depth	
ENCFF658WIO	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TCF3-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF700TAS/	576766	ENCODE Processing Pipeline	a795110ba98eb18b2e197262a6e17245		https://www.encodeproject.org/files/ENCFF658WIO/@@download/ENCFF658WIO.bigBed				released	s3://encode-public/2020/12/11/d68d6011-30ac-485f-8735-de8b6d0974cd/ENCFF658WIO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/d68d6011-30ac-485f-8735-de8b6d0974cd/ENCFF658WIO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, borderline replicate concordance	insufficient read depth	
ENCFF462VWT	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DYP	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF384-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF934QZN/, /files/ENCFF042LWY/, /files/ENCFF140VFN/, /files/ENCFF278NPZ/, /files/ENCFF863XTX/, /files/ENCFF683ICJ/	611447547	ENCODE Processing Pipeline	91ff39190a229c6dc9de61f7c11dacb9		https://www.encodeproject.org/files/ENCFF462VWT/@@download/ENCFF462VWT.bigWig				released	s3://encode-public/2021/01/08/566b05d0-ad8d-4cdb-9526-71ed58945c24/ENCFF462VWT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/566b05d0-ad8d-4cdb-9526-71ed58945c24/ENCFF462VWT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF955FRU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DYP	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF384-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF934QZN/, /files/ENCFF042LWY/, /files/ENCFF140VFN/, /files/ENCFF278NPZ/, /files/ENCFF863XTX/, /files/ENCFF683ICJ/, /files/ENCFF356LFX/	269663	ENCODE Processing Pipeline	6e651f8d5f278787e71c84d1feee2d85		https://www.encodeproject.org/files/ENCFF955FRU/@@download/ENCFF955FRU.bed.gz				released	s3://encode-public/2021/01/08/6927f249-7f61-4153-8dce-19220100baf6/ENCFF955FRU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/6927f249-7f61-4153-8dce-19220100baf6/ENCFF955FRU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF229VSP	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DYP	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF384-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF955FRU/	528583	ENCODE Processing Pipeline	fafa9d5991c3dcdebe4f0ce519244cd6		https://www.encodeproject.org/files/ENCFF229VSP/@@download/ENCFF229VSP.bigBed				released	s3://encode-public/2021/01/08/bb7c921e-1d85-423e-8f67-ba08b9904334/ENCFF229VSP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/bb7c921e-1d85-423e-8f67-ba08b9904334/ENCFF229VSP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF559MJP	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DNN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										NFYA-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF797PCH/, /files/ENCFF278NPZ/, /files/ENCFF906LHW/, /files/ENCFF863XTX/	330204158	ENCODE Processing Pipeline	dc92a705d1264232cfaa087a634bd5bf		https://www.encodeproject.org/files/ENCFF559MJP/@@download/ENCFF559MJP.bigWig				released	s3://encode-public/2020/12/12/f68305b2-0e20-471c-a404-8190be672926/ENCFF559MJP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/f68305b2-0e20-471c-a404-8190be672926/ENCFF559MJP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF937QTP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DNN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										NFYA-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF797PCH/, /files/ENCFF356LFX/, /files/ENCFF278NPZ/, /files/ENCFF863XTX/, /files/ENCFF906LHW/	17933	ENCODE Processing Pipeline	2da4bf1a32c700d20bf803320c9d2986		https://www.encodeproject.org/files/ENCFF937QTP/@@download/ENCFF937QTP.bed.gz				released	s3://encode-public/2020/12/12/6e52c1b8-56b0-49db-8435-66ad1756451c/ENCFF937QTP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/6e52c1b8-56b0-49db-8435-66ad1756451c/ENCFF937QTP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF718CBS	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DNN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										NFYA-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF937QTP/	71698	ENCODE Processing Pipeline	e26165e4a705f6540bdae535661bca76		https://www.encodeproject.org/files/ENCFF718CBS/@@download/ENCFF718CBS.bigBed				released	s3://encode-public/2020/12/12/a346095f-f6a9-4347-a258-277e53a03a62/ENCFF718CBS.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/a346095f-f6a9-4347-a258-277e53a03a62/ENCFF718CBS.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, borderline replicate concordance, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF168NSM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DKU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MYC-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF214XPD/	214240	ENCODE Processing Pipeline	2358f11fd055ea4bbb35b8f18047859a		https://www.encodeproject.org/files/ENCFF168NSM/@@download/ENCFF168NSM.bigBed				released	s3://encode-public/2020/12/11/0957a059-09e8-40b2-9e94-80815f474021/ENCFF168NSM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/0957a059-09e8-40b2-9e94-80815f474021/ENCFF168NSM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, moderate library complexity, low read length, mild to moderate bottlenecking	insufficient replicate concordance, insufficient read depth, insufficient read length, severe bottlenecking	
ENCFF829AJS	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DKU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MYC-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF484MUV/, /files/ENCFF158NCR/, /files/ENCFF513EOH/	276032383	ENCODE Processing Pipeline	170b02e101fce0c5a1427d636027172e		https://www.encodeproject.org/files/ENCFF829AJS/@@download/ENCFF829AJS.bigWig				released	s3://encode-public/2020/12/11/8ff9310f-ffec-43f3-b96d-2e00934876e0/ENCFF829AJS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/8ff9310f-ffec-43f3-b96d-2e00934876e0/ENCFF829AJS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, moderate library complexity, low read length, mild to moderate bottlenecking	insufficient replicate concordance, insufficient read depth, insufficient read length, severe bottlenecking	
ENCFF214XPD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DKU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										MYC-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF484MUV/, /files/ENCFF158NCR/, /files/ENCFF513EOH/	84936	ENCODE Processing Pipeline	0b7b6ca0d3c7f9e0a7c77a6ed0762c53		https://www.encodeproject.org/files/ENCFF214XPD/@@download/ENCFF214XPD.bed.gz				released	s3://encode-public/2020/12/11/18668182-71f0-4424-ad13-c12ba8d95bcc/ENCFF214XPD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/18668182-71f0-4424-ad13-c12ba8d95bcc/ENCFF214XPD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, moderate library complexity, low read length, mild to moderate bottlenecking	insufficient replicate concordance, insufficient read depth, insufficient read length, severe bottlenecking	
ENCFF023CDP	bigWig	bigWig		signal p-value	GRCh38	ENCSR860UHK	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CBFB-human	DNA						2016-06-13	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF116KZS/, /files/ENCFF612URF/, /files/ENCFF792KPG/, /files/ENCFF213HNC/	976295780	ENCODE Processing Pipeline	7c7c84062b3b24582d1bf66ccb058b0b		https://www.encodeproject.org/files/ENCFF023CDP/@@download/ENCFF023CDP.bigWig				released	s3://encode-public/2021/02/04/df8ada00-8407-4326-899a-5c2a0142ed59/ENCFF023CDP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/df8ada00-8407-4326-899a-5c2a0142ed59/ENCFF023CDP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, low read depth		
ENCFF876CUT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR860UHK	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CBFB-human	DNA						2016-06-13	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF116KZS/, /files/ENCFF612URF/, /files/ENCFF213HNC/, /files/ENCFF792KPG/, /files/ENCFF356LFX/	365685	ENCODE Processing Pipeline	9b3ac04062facf95319ef5ac6fc87ae2		https://www.encodeproject.org/files/ENCFF876CUT/@@download/ENCFF876CUT.bed.gz				released	s3://encode-public/2021/02/04/29d60e4a-0c0d-4b38-a57d-27b8c86d3a17/ENCFF876CUT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/29d60e4a-0c0d-4b38-a57d-27b8c86d3a17/ENCFF876CUT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, low read depth		
ENCFF056JUS	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR860UHK	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CBFB-human	DNA						2016-06-13	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF876CUT/	759186	ENCODE Processing Pipeline	d242002a6565b27fec01b9531c6679ac		https://www.encodeproject.org/files/ENCFF056JUS/@@download/ENCFF056JUS.bigBed				released	s3://encode-public/2021/02/04/5f77f12c-38ea-4bb0-9413-8c93b91ca3e1/ENCFF056JUS.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/5f77f12c-38ea-4bb0-9413-8c93b91ca3e1/ENCFF056JUS.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, low read depth		
